Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2004","2004","%","20.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2005","2005","%","20.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2006","2006","%","18.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2007","2007","%","15.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2008","2008","%","15.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2009","2009","%","15.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2010","2010","%","15.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2011","2011","%","15.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2012","2012","%","15.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2013","2013","%","15.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2014","2014","%","13.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2015","2015","%","14","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2016","2016","%","13.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2017","2017","%","12.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2018","2018","%","13.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5306","Central Asia and Southern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2019","2019","%","13","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","12.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","12.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","11.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","10.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","10.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","9.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","8.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","7.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","6.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","5.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","4.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","4.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","4.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","4.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","4.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","4.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2000","2000","%","12.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2001","2001","%","12.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2002","2002","%","12.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2003","2003","%","11.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2004","2004","%","10.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2005","2005","%","10.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2006","2006","%","9.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2007","2007","%","8.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2008","2008","%","7.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2009","2009","%","7.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2010","2010","%","5.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2011","2011","%","4.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2012","2012","%","4.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2013","2013","%","4.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2014","2014","%","4.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2015","2015","%","4.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2016","2016","%","4.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2017","2017","%","4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2018","2018","%","4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5307","Eastern Asia and South-eastern Asia","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2019","2019","%","3.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","11.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","11.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","10.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","10.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","10.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","10.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","10.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","10.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","10","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","9.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","9.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","9.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","8.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","8.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","8.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","8.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2000","2000","%","11.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2001","2001","%","11.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2002","2002","%","10.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2003","2003","%","11.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2004","2004","%","10.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2005","2005","%","10.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2006","2006","%","10.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2007","2007","%","10.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2008","2008","%","10.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2009","2009","%","10","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2010","2010","%","9.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2011","2011","%","9.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2012","2012","%","9.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2013","2013","%","9.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2014","2014","%","8.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2015","2015","%","8.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2016","2016","%","8.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2017","2017","%","9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2018","2018","%","8.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5308","Western Asia and Northern Africa","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2019","2019","%","9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","5.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","5.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","5.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","5.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","5.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","5.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","5.1","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","5.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","5.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","5.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","5.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","5.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","5.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","5.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","5.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","5.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","5.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","5.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2000","2000","%","5.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2001","2001","%","5.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2002","2002","%","5.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2003","2003","%","5.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2004","2004","%","5.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2005","2005","%","5.6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2006","2006","%","5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2007","2007","%","5.3","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2008","2008","%","5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2009","2009","%","5.2","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2010","2010","%","5.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2011","2011","%","5.4","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2012","2012","%","5.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2013","2013","%","5.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2014","2014","%","5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2015","2015","%","5.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2016","2016","%","5.9","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2017","2017","%","6","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2018","2018","%","5.7","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5500","Oceania","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2019","2019","%","5.8","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20002002","2000-2002","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2000","2000","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2001","2001","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2002","2002","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2003","2003","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2004","2004","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2005","2005","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2006","2006","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2007","2007","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2008","2008","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2009","2009","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2010","2010","%","<2.5","F","FAO estimate",""
"FS","Suite of Food Security Indicators","5501","Australia and New Zealand","6121","Value","210040","Prevalence of undernourishment (percent) (annual value)","2011","2011","%","<2.5","F","FAO estimate",""
