TweetID,TimeOfDay,Tweet
4499,11,Although you prefer to dance your way around a sensitive subje... More for Gemini https://t.co/QFjsl3cKi0
4500,2,Watch Kelly not even go to the baseball game ’Ê_’üè
4501,23,Whatchu know bout a 5peat? ’Ê_’_»’Ê_’À_’Ê_’Àˆ @ Docking Stadium - Adrian College Football https://t.co/Cq3EV9My3W
4502,13,@boxycharm another sign is that I painted my nails yesterday almost the same color as the nail polish I got! ’Ê_’üç’Ê_’üç http://t.co/WxOJQR5Km0
4503,12,"Sometimes the relationships you form with people is like gambling,  know when it's best to get up and walk away."
4504,1,Just watched Fenton's Hockey team practice ’Ê_’ü‚’Ê_’ü‚’Ê_’ü‚ #embarrasing
4505,16,nap or workout
4506,1,"I'm at LA Fitness (25352 Woodward Ave, Royal Oak) w/ 4 others http://t.co/WtDG9i2N"
4507,0,"GoPro adds ‰€œPro‰€ù handlebar &amp; saddle mounts, plus Seeker backpack for filming and carrying: GoPro has long off... https://t.co/FBKmMPykgB"
4508,16,I had 3 volleyball games yesterday all in a row and I'm sore I can't even stand up straight
4509,14,I'm gonna do the July Fitness Challenge!  I'm also gonna post the days I already missed! http://t.co/axSXaosjCC
4510,1,@karlravechespn seem more mental mistakes and base running like a Pee Wee team in last 2 years then then seen in a decade under Leyland
4511,18,"Never know who you will run into @tgifridays Southfield. Vinnie ""The Microwave"" Johnson.‰€_ https://t.co/56hcGYwyN8"
4512,17,3 friends ran the Detroit Free Press Marathon this morning. At least one of them ran the full. So impressed. I will never be that awesome.
4513,21,All the fall tours + MSU Football season tickets = broke Jacob. https://t.co/MMRhvIZEeq
4514,14,How to run HR Cloud Projects Successfully https://t.co/LGahgEoxIZ
4515,2,@RLenziBlade Cleaned himself up...
4516,2,Diesel looking tired of carrying my big a$$. https://t.co/US4GmcTURD
4517,14,@_NellyBoo_ yea everybody ok.. When u called me I was in church watchin yari dance and sing
4518,12,Heading to the gym...what is your favorite workout? #kathykovak
4519,2,@SirSpeed78 @PolicePoliceACP But Y run from Police
4520,15,@mackpartin are you serious..... I carried you from the house
4521,1,"Just as I was about to walk out of work, I realize I got dropped off here. #stranded"
4522,22,I'm pissed that I shoveled my driveway this morning and now it's all snowy again. Stupid.
4523,7,@___teedolll 12/7 - The Office | FT. @luckyellowbooty &amp; AMAZIN | Buffet By Chef Shawn In (VIP) | (1416 Griswold) http://t.co/vL8YAaMmae
4524,22,"EB16: Surly sets the menu for new Ice Cream Truck, Wednesday fat bikes, Steamroller complete comes back to li... https://t.co/MzDcfJnXCY"
4525,16,"Public skate today, #watchthemfalldown"
4526,18,DNR: Farm losses not primary reason for wolf hunt: Traverse City Ñ State officials say the decision to establish... http://t.co/ie6MpH2nTq
4527,16,I don't think I've ever been more nervous than right now carrying my wedding gown through the streets of NYC. ’Ê_’ü‘’Ê_’üÂ
4528,18,@tonycontreras9 has mad yoga skills hahaha #getonhislevel http://t.co/eilFO30w5l
4529,11,Pretty boy!! #winagin #day2 #horseshow @ Win-A-Gin Farms http://t.co/8Gt1zjEyzB
4530,2,@SplitShack that's when it's time to strike up the Surfing conversation. ‰œŒ•üè’Ê_’À„
4531,14,"Golden State running practice at my house\nNigga, what am I about?"
4532,3,#DanceTheatreofHarlem @ #DetroitOperaHouse was wonderful! 2nd half: Ballet to #JamesBrown--SuperBad! Used #Uber Car Service. Wow.
4533,2,Shoutout to my cousin starting her third year of varsity softball and co captain at western can't wait to watch youwin all year! @la_jefa13
4534,11,@MisterLash I see you still like to run ya mouth Tommy boy a.k.a Mr. H lol!!
4535,18,"Softball: check. Now, errands time, oh yeah!!"
4536,22,Nice and light. Could drink this all night while bowling. - Drinking a Kegler Ale @ Sunnybrook Lanes - http://t.co/0PNBzvNcGO #photo
4537,3,@realDonaldTrump please be serious running for President we need a man to be honest &amp; not picking on people we need our rights and S/S
4538,20,New music always makes the workout better.
4539,14,An existing relationship dance is strengthened today if you ca... More for Scorpio https://t.co/7xkZ2gzaMF
4540,23,It's Monday and #airtime doing numbers ’Ê_’ü‚’Ê_’ü‚
4541,13,Gotta love having class on the 4th floor of the AC. There's my work out of the day.
4542,3,@Beautyvampcare ~walking in I walk over to a cozy table pulling the chair out for you~
4543,1,I'd run through a brick wall for you and you still can go everyday and not speak to me.
4544,2,I can't wait until finals are over so l can get back to my daily workout routine (aka eating popcorn and watching Netflix)
4545,19,Pictures from the YAC Charity Golf Outing are now on Facebook. Thanks to everyone who came out. https://t.co/bTLeS6wqji
4546,16,I should be doing laundry &amp; dishes and running errands but I got a great haircut and I'm super relaxed and all I want to do is play pokemon
4547,20,It was a blast dancing with @jessicabryar  last night because I haven't talked to her in forever. &amp; I miss her(:
4548,23,#cedslife #Family @ Creative expressions dance studio https://t.co/RJTOdZX0dZ
4549,0,"Photo: Indian cooking class, night 3. (Taken with Instagram at Rumalees) http://t.co/jOOasbq6"
4550,4,@iamDH3_ oh yeah ’Ê_’ü‚’Ê_’«˜’Ê_’À_ y'all cook up some shit and when me and Taylor cook you'll get the invite
4551,23,"I don't mean to alarm you, but... It's all over your face. You're in love. Dancing. http://t.co/VnWHjZKx7J"
4552,19,"@InessaMarieBell I am, like when it gets warm I'm going to start running miles for conditioning &amp; put the net up so I can practice."
4553,16,if my dad tells me to bite my tongue one more fucking time im jumping off the nearest bridge
4554,17,Bout to go park this whip on Chevy &amp; get on that bike &amp; be out here ...lol
4555,18,You may want to run and hide from someone today because you wo... More for Libra http://t.co/W0OEAYxndU
4556,1,"I crushed a 2.9 mi run with a pace of 10'41"" with Nike+ SportWatch GPS. #nikeplus: http://t.co/3WzA8ZTSAO"
4557,17,Questions To Ask When Hiring a Professional Area Rug Cleaning Company http://t.co/k5v3ysblfA
4558,0,The sound of a group of dudes clearly not landing skateboard tricks outside my window is super distracting
4559,3,#football @NaziaShakir
4560,16,I just finished a 5.24 mi run with Nike+ Running. http://t.co/qAOW3EVA3w #nikeplus
4561,0,"When your mom has no one at home to cook for so she makes a ""how to"" video and sends it ’Ê_’ü‚ move over Rachael Ray! https://t.co/dEuOtZGtUH"
4562,19,The Tanglewood display is getting lots of praise! #baking  http://t.co/UqR6Qrko
4563,20,I'm in the running for this EPIC prize bundle from @lootcrate @Halo &amp; @AstroGaming! #HALOLOOT https://t.co/tD7fX6ACof
4564,22,I need to go lift some weights
4565,14,Focusing on your chores may be nearly impossible today as enti... More for Virgo http://t.co/2zijjVGKLv
4566,16,Hacking up a lung but still on my workout grind
4567,5,Why do I want these $120 trainer's shoes when I don't even exercise ’Ê_’ü_ I should settle for roshes but I don't wannnnaaaaaa ’Ê_’ü©’Ê_’ü©’Ê_’ü©’Ê_’ü©
4568,20,"You have plenty of chores to do today and, thankfully, the int... More for Scorpio https://t.co/OwWWoPlGVB"
4569,15,Mo it_pops is here today til 4 p.m. doing face painting. Come check her amazing artistry out! #art‰€_ https://t.co/qJPYdNxAjV
4570,23,1 year ago today... haircut #1.  Just his bangs got trimmed. http://t.co/AhCcMJG1bx http://t.co/gRq2w2junJ
4571,2,@ivan_hernandez or you could just make one up like all the cool football stars are doing.
4572,22,"Germans play soccer I thought they just built cars, what's up with that?"
4573,12,@SportsNAYtion Hey Nadine. Do you also follow cricket? Just a fellow Trini asking. Canada has a team
4574,16,"When I die, I want to be cremated. Then I want my best friends and family to spread my ashes skydiving over the Bahamas.... Is that too muc‰€_"
4575,17,@RedesESPN #DoyPenaComoLaMLS cuando trato de bailar salsa
4576,0,Proposed MI legislation would make sweeping changes to MI Telecom Act ‰€” and telephone customers would be the losers!: http://t.co/85maYLe
4577,6,Three amazing drummer me in one shot #DrumOff http://t.co/uAjvwe9Zhc
4578,0,I'm getting anxious just watching basketball.... I might have to turn it off before I go crazy
4579,22,Practice is done. just have to take the effort to walk home.
4580,3,Looking for a new bike or next season ! Ktm ? Honda ? Stay with Suzuki ?
4581,16,My drink is Margarit RT What‰€™s your go-to drink when relaxing by the Garden of the Gods Pool Oasis  at CaesarsPalace? http://t.co/UJ0SyYIJNi
4582,17,@SeanPBali holy S#*&amp; Babs just killed the market for future coaches in this league... they are all going thanks for the raise Mike!!
4583,1,Just completed a 3.31 mi run -  fastest 5 K so far!!! http://t.co/MvqdDY7 #RunKeeper
4584,0,#wrestling practice. @PickardLayne getting ready for states https://t.co/WUZGOUEvhn
4585,23,"Carla: some1 run some stairs with me! Chris: uhm please, ur fat, im a smoker, the only place we runnin2 is a buffet in the smoking section’Ê_’ü‚’Ê_’ü_"
4586,2,This has become one of my favorite things to do .. Go out in the woods and walk around to clear my‰€_ http://t.co/VLHlsYCmKd
4587,4,Sometimes ya just gotta dance! #firstfridaysypsi #bonasera #ypsi #ypsilicious #livemusic‰€_ https://t.co/AMo3FQs8Nc
4588,16,played the song 'I'm Not Gonna Teach Your Boyfriend How To Dance With You (Album Version)' by Black Kids on @myspace http://t.co/F074cTiD
4589,15,Abt to clean up their mess while they sleep run the flat iron through my hair &amp; make me &amp; London some food
4590,15,We're back from vacation! Do you have any jewelry or watches that need repair? Come on in and see us! We're here... http://t.co/s8hiH2euWW
4591,10,Snorkeling part 2 tomorrow in Hanauma Bay ’Ê_’üç
4592,22,"@GAGAMANIAUK I do like going to the gym, because it always puts me in a good mood. It brings structure and discipline to my life."
4593,15,"If I had a dream that I was exercising, can i skip the gym today? #morningthoughts"
4594,12,GM!! Scrubbing Boats &amp; Bilges today!! Pls take a min to VOTE for Me &amp; SHARE!! TY! ^_^\nhttp://t.co/0z3VFQR2nE via @MaximMag
4595,15,Big Tyronr getting Ugly with the kettle bell swings.... The November $100 Ugly Weight Loss Challenge‰€_ http://t.co/pDQ0vz1D4k
4596,17,About to walk out of work
4597,15,MAHALO PETER - OUR GUYS MADE A LOT OF PLAYS ON BOTH SIDES OF THE FOOTBALL. WE HAVE A TOUGH ONE ON THE ROAD THIS WEEK https://t.co/eP0aVfeRna
4598,19,’Ê_’±€’Ê_’±€’Ê_’ü’’Ê_’ü’’Ê_’ü’’Ê_’ü_’Ê_’Àƒ’Ê_’Àƒ’Ê_’_¬’Ê_’ü˜’Ê_’_‹ @ Planet Fitness http://t.co/7YuFxJUiPb
4599,22,"He just ran up and tried to hug her, she watching his every move now‰€_ https://t.co/tycMBSWe8C"
4600,15,Enter for a chance to win #fitness equipment worth up to $400! #iworkout #sweepstakes https://t.co/oZ3WYQ6ypG via @SYWSweeps
4601,18,"We're #hiring! Click to apply: Construction Materials Tester - http://t.co/93JXFpKr8d #Construction #ColoradoSprings, CO #Job #Jobs"
4602,14,"Although your feet are firmly planted on the ground, your feel... More for Virgo http://t.co/u8hchvZ5yl"
4603,17,"Aerin Kwant: ""I wanna like go to a hockey game and see cute boys"""
4604,8,US Women‰€™s Soccer Player Megan Rapinoe Explains Why She Kneels During The National Anthem https://t.co/16L3nHPriE
4605,22,"@Katlyn__S, oh that swim suit. so beautiful!"
4606,18,#swimming http://t.co/a7D7CVnvoA
4607,20,adding another year to day you walked out of my life\nfuck u dad
4608,2,@CheckMySpanish_ but u never played soccer a day in your life
4609,14,Best night dancing with druck  people around a camp fire and in a field at a race track.
4610,23,"""@Sheldon_Jokes: Cleaning my room be like _ http://t.co/fOV1zLM1Ni"" @fulton406"
4611,13,Just completed a 3.07 mi run - Mid Taylor race 29.37! Congrats to @randyhackney 2nd in age group! http://rnkpr.com/apc2pn #RunKeeper
4612,3,@StoeszTim hockey too.  3----He gone
4613,5,@bcbreakaway @FurryJoJo I walk him as long as i am able to on my tight schedule.
4614,16,Watching cool running..missing my dude @Dalton_Amez haha
4615,18,"@jonnhova that kind of arm strength is always intriguing to NFL scouts, plus he is intelligent. Coaches can work with him on accuracy"
4616,1,Our student section at Davison was turnt!!! #volleyball
4617,21,The gym kicked my but today. #longtimecoming
4618,0,‰€œ@Calvinn_Hobbes: Dance! You're half way though the week! http://t.co/Zcd8KhmU74‰€ù
4619,20,Get to @raysmtb park in either Cleveland or Milwaukee for Albe's BMX night any Sunday night this‰€_ https://t.co/TZMppOGUJT
4620,1,#latenightworkouts #werkitout #health #gym #mynameaintkeith #butiseethewayyousweatme _ @ The HealthÉ http://t.co/eSFfoXFllR
4621,16,Gotta love getting paid to collect a few checks and go fishing for the rest of the day..! #RobsonConstruction
4622,13,@Stippy_eep_eep I should get a bag before supplies run out.
4623,14,Catching some breakfast before swim and dive. (@ Uptown Coney Island) [pic]: http://t.co/8EUDcdJb1T
4624,2,"All I heard from Bernie was ""I hate college football"" #DemDebate"
4625,12,The homeowner got into his old work clothes one Saturday morning and set about all the chores his wife had been... http://t.co/uz3PkPuTUP
4626,19,Had a great time today at the first annual Barnett Financial and Tax Client Appreciation Golf Clinic! https://t.co/ICRSf8MC6m
4627,21,New Photos: Girls Soccer vs Kearsley 2016-05-16 Photo Gallery https://t.co/QsTwMBqTxo https://t.co/0ARX54TZWs
4628,17,"#whosmoregangsta Kiesha- New Jack City, Snoop- The Wire, Queen- Set It Off @N8DA1DER @chrisdunn06 @adriennesbro @Juannelious"
4629,21,Anyone running or walking the Pot O' Gold race tonight? #flint
4630,16,I've been out trout fishing. #troutout #uglystiknation
4631,20,I got my degree in trapping
4632,18,Giants run defense might just be a force to be reckoned with this season. https://t.co/jdWOI7YjM9
4633,18,Walking from plant to plan and it starts down pouring just adds on to this day..
4634,4,"Lit'l smokies, s/o Hillshire Farms https://t.co/RiWckEgGEe"
4635,0,Just completed a 7.21 mi bike - Plus hiit http://t.co/USAXuDOqqQ #RunKeeper
4636,1,Wire Wrapped Green Glass Bookmark by Kiyomizudesigns http://t.co/pRAC5GDoUK via @Etsy
4637,4,I be looking like the man when I walk thru!
4638,11,"Why did you paint the rock, no one gives a shit ’Ê_’ü‚"
4639,23,#game #baseball #tigers #mlb #twins #makeupmob #makeupaddicted #makeupgeek #makeuphoneys #makeupsale‰€_ http://t.co/ysSVB6O0fI
4640,23,The best part about being home is mom great home cooking! #missedit
4641,2,"""I walked this earth to find the road in which you're leading. I found the path that brings me home and keep http://t.co/tLmfSu46"
4642,14,"So happy today ’Ê_’ü„ took Aria for a walk, went to the farmers market and soon off to a day at the pool!‰€_ http://t.co/qPx8M3wWei"
4643,13,Pounded by the velvet hammer. (@ Bikram Yoga) http://4sq.com/d6dnnF
4644,15,"I'm at Goldfish Swim School (2388 Cole Street, Birmingham) http://t.co/FtAbPAPe"
4645,12,Still waiting for @Starbucks cust svc to answer. Running 25:21 #coffeesabotage #inefficientcallcenterstaffing
4646,17,I really need a slurpee rn. I might walk up to 7-11
4647,17,Who is ready for some baseball?!?! #baseball @tigers @freep @SuzyJag #Tigers #Detroit http://t.co/COzypaJmHt
4648,14,rainy day at @newportjazzfest we still gonna swing tho! #CreoleSoul #SanJoseSuite @ Fort Adams‰€_ https://t.co/9uwXBsiCrO
4649,17,@donwildman #MATM sure keeps you busy n shape...all the commercials are you walking all over ’Ê_’ü‚
4650,22,@TsukuneMoka1  let go to the beach it be fun (grab my bag as I walking)
4651,23,Cycle Bar Happy hour at its best. #WhenBoosieGetsWilde wildejimmy #booThang @cyclebar @athleta‰€_ https://t.co/cjg2AX52i1
4652,19,#laborday #cousins #trampoline #bringgoofy #sprinkler http://t.co/O0dbOJmA9K
4653,22,Livonia-based Just Baked corporation to close all area corporate-owned cupcake shops http://t.co/LPXTDr7Fy2
4654,21,This week will be the last time I trim my beard for a long time http://t.co/ryPP5Vmw
4655,18,Somebody let's have session I'll cook ’Ê_’ü_
4656,12,A nice greasy workout with the boys to start the weekend!
4657,1,Enter Productive Places for a chance to win $50.00 in points. #sweepstakes #sweeps https://t.co/8JWkBgVh7w via @SYWSweeps
4658,21,I need a massive work out partner!
4659,21,Picking up my bike dyer some last minute tweaks on Wednesday (at Level Multisport) ‰€” http://t.co/VYrexlFs
4660,20,"@maramacdonald it seems to me, Ficano is the liability. He's running out of people to get rid of."
4661,0,What's the hardest thing about rollerblading? Telling your parents you're gay. #NightoftoomanystarsåÊ
4662,21,@zimecki362 ‰œ¬all of my bikes are down or else I'd be riding indoors a lot
4663,13,A large group of Ford Michigan Assembly Plant workers are volunteering today to clean up‰€_ https://t.co/aPxTIyDKvx
4664,14,@MattsDreamTrips thats true.. but i mean in december when they run the actual parade right before christmas
4665,10,Canoe Trip so far:\n\nWe survived a night of thunderstorms.\nI was the first one asleep and the‰€_ https://t.co/MDmMkVNTdV
4666,17,"What's this? 2inconsiderate people walking in middle of street at Meyer w/ granny in her car slowly sneaking up behind them? GO Granny, GO!"
4667,5,23years old and about to be running 3 stores _ why couldn't I just be that average guy
4668,12,I must say. I'm a pretty good cook.
4669,2,"Thank you, to whatever devil child running around with germs got me sick as a dog when I already have a compromised immune system ’Ê_’ü’’Ê_’üá"
4670,17,Walking into Quayle's room during lead is such a self esteem booster
4671,21,@Sessink_518 I. Need. Dat. Bike.
4672,3,"""When I was 10 I asked my mom if I could play hockey. And she said no way. And that was the end of my hockey career.""\n-@RibeccaLuttinen"
4673,0,‰€œAt the age of six I wanted to be a cook. At seven I wanted to be Napoleon. And my ambition has been growing steadily ever‰€_‰€ù ‰€” Salvador Dali
4674,6,"You walked out of your room to tell me to watch this movie, I said no. That doesn't mean you explain the whole fucking thing to me."
4675,4,I need to start doing yoga again.. I'm anxious and panicky about everythannnng #wah
4676,13,"Although you may carve out some downtime for yourself today, y... More for Gemini https://t.co/79VZvDnMb9"
4677,3,I'm earning #mPLUSRewards in Quick Pool. https://t.co/TfIqgmxCgc
4678,19,Registration ends today for our Monday‰€™s Men‰€™s Draft Basketball league!  https://t.co/dSOZTDop8U https://t.co/7nuTo52WvJ
4679,20,Exclusive Action Photos: Allen Park vs Woodhaven BoysåÊSwimming https://t.co/sITNuxLD8K https://t.co/hnQBJqY1im
4680,10,Now that my Fluffpower is at her new location. Who's going too run this mile and a half with me. ’Ê_’ü©’Ê_’ü© she too far away !
4681,2,with @kindofblue91 (@ North Hill Marathon) http://t.co/ymmVur1j
4682,5,"James Beard Awards 2016 Finalists: Restaurant, Chef, Book, Broadcast, Journalism https://t.co/MY1ukuOGu9"
4683,22,"Easy 2 mile run before Abs &amp; Core class, lets go! #P80 I just ran 2.07 mi @ a 8'25'' pace with Nike+. http://t.co/doansaR3T6 #nikeplus"
4684,2,DETROIT #TIGERS NEWS: Tigers Video: Ian Kinsler chops a grounder over the 3rd baseman for 10th-inning walk-off sin‰€_ https://t.co/Pt7wnPTHgC
4685,13,"Where these kids come from that run the streets so wild , mom dad take a better look that's your child"
4686,11,You can make even the most boring chore sound like a ton of fu... More for Leo http://t.co/VWvgViocle
4687,4,"""Here's to the dancers that forget about everything when they dance""\nDancers: @Kalebb_ortega @tiara_cruz33 and Me\nC‰€_ https://t.co/juRoT35Nm1"
4688,22,L'Ance Creuse marching show this year was  lit ‰˜Ê•üè
4689,22,Old folk homes are more depressing than graveyards.
4690,6,"Walking oxford sucks. Get me my car or a cab, preferably my car, can make it anywhere with it."
4691,20,Literally was drenched in yoga today. It was like I went swimming #hotyoga
4692,14,#godfirst I had two failed businesses now on my third business is running from the mistakes from‰€_ https://t.co/JrXK6yLFhS
4693,1,Just played a few great games of basketball in the rain. :-) I'm a creative mf. Had a blast too.
4694,16,Warming up after watching Norah‰€™s soccer match. She scored her first goal and celebrated by doing the running man. #Shehadfun #MustangsWon
4695,2,My work out today was major
4696,16,@13owls11 lol okay well its all good so do you like going hiking too for fishing
4697,23,All my girls do yoga aye
4698,19,Made it to the pool between batches of goodies. And my favorite lane was open. AND I didn't have to share it. It's a Christmas miracle!
4699,20,"@plies foolin! lol ""I'ma paint her like Picasso!"" Y'all know that's about to be new shit! Right?!"
4700,23,"Assistant Food Service Manager / Sous Chef - #HighlandPark , IL (https://t.co/XrpC6oVzOO) Get Chef Jobs #Chef #jobs #job #GetAllJobs"
4701,3,@ttklein23 @charlesgcarter_ @carol_tuohy our D-10 reps were clutch. #dictators
4702,20,"I see how it is, give the girls a soccer team.........."
4703,20,Drinking a Ranger India Pale Ale (IPA) by @newbelgium @ Sydney R. Marovitz Golf Course ‰€” http://t.co/P8pEZVIdpE
4704,1,Also can't wait to take a bowling hot bath
4705,21,"#FlexOrFall CREW IS THA BEST WORKOUT CREW AROUND S/O KELVIN, RICH, CANDICE....."
4706,4,My New Years resolution is to be able to shake my ass like Lexy Panterra &amp; if you dont know who she is.. Look up her dancing to 'the middle'
4707,13,I could start every day with this one #dancing in the car http://t.co/Zm9urxqf9C\n #pandora
4708,12,"My gym family wants to know why I am so late today! They don't get the concept of things being ""uneven""! Lmao"
4709,4,When you walk past a nigga and they smell grate A first thing that comes in mind is damn boo your edible :*
4710,6,Saw janellemonae on the covergirl thing at Walmart! She's beautiful! And can sing! And can dance! And‰€_ http://t.co/7Caua0gctQ
4711,23,A song isn't good if it doesn't instantly make you dance.
4712,17,Can someone please cook me dinner!!
4713,4,"They are JAMMING at the Obama HQ. This music is so celebratory, and completely appropriate. I'm dancing to it next to my computer #2terms"
4714,22,Is Bernie Sanders dick made outta bicycle seats? Because you all sure are riding it hard.
4715,15,One of my biggest pet peeves is when girls act like they like football so guys will find them attractive... Likeeee u actually jus look dumb
4716,13,Took a nice cruise down McMunn mile today #family #farms #blessed
4717,14,just finished a Runtastic walking of 1.36 mi in 30m 04s with #Runtastic Pedometer iPhone app: http://t.co/rU9qXo112d
4718,17,Time to clean my room &amp; my playroom and get my stuff together for summer because I go back to the farm on Saturday. Time to make some ’Ê_’__’Ê_’_¡
4719,1,Photo: Great walk tonight (at Roosevelt Bridge) http://t.co/t9lIyfeZCP
4720,2,An old post but you have may have missed it: Crossfit Games Open - Workout 13.4: Third Time is a Charm? https://t.co/V1sq6vuRov #CrossFit
4721,21,Just the Michigan drum line passing through. http://t.co/Yyde0KBHtH
4722,17,It's like doing the backstroke -Harris
4723,6,@its_toine_nigga you still playing soccer?
4724,14,MillingtonCards: The golf meet has been cancelled for today (05/02). https://t.co/BhKRLIgydc
4725,15,Your smartest strategy may be to temporarily walk away from an... More for Aries http://t.co/Yw8763gy2r
4726,22,I wish my boyfriend had some faith in my cooking abilities...
4727,14,It may not look that way ‰€“ but it's pretty darn good walking weather (relatively speaking) here in Metro Detroit... http://t.co/OFPknblgMc
4728,19,Way to beat my Ass just dance 3
4729,21,"Let's Go Team Canada! ""Let‰€™s start with Canada ‰€” Supreme Chancellor of hockey. "" -USA Today #sochiolympics http://t.co/VY0tEkSDej"
4730,9,I liked a @YouTube video https://t.co/xfAtDffZNN EXTREME MILKSHAKE RECIPES PART 2 How To Cook That Ann Reardon FREAKSHAKES
4731,21,Hey all! Check out this beautiful local brook trout Chef Cody is serving us tonight! #trout https://t.co/midA6fhoNm
4732,16,Went on an afternoon run feel great #backtotheoldme
4733,0,http://t.co/kvntwsXJ7o #crossfit #countryspiritcrossfit #fitness #healthyliving #crossfitcult @‰€_ http://t.co/Z6mRQoYhCR
4734,1,was working the grill and saw the cutest girl walk in
4735,13,@drlumas @nolan313 just let gym. Have to keep the health up. That ambition doesn't sleep is good.
4736,1,I needed that exercise...
4737,2,I have successfully completed the Repair the villagers‰€™ houses quest in The Tribez &amp; Castlez for #Android. http://t.co/mmLzQ9w4KC #an...
4738,0,_jazzmonet @mz_tata2u  made sure to swing through last night #BestBartender #TheGreat1 #Mixologist‰€_ http://t.co/TIDah9T7Es
4739,1,"Tap &amp; Ballet Instructor - #Houston , TX (https://t.co/fkveu5OFf7) Get Dance Jobs #Dance #jobs #job #GetAllJobs"
4740,19,Got that dub in the golf match
4741,18,I just saw nuns walking on 10 mile by my house! They're sad I left Madonna for the weekend ‰ù_•üè
4742,19,Doing some gardening in #Flint today. #potholes #flowers #gardening https://t.co/FC6MbmnJQr
4743,19,"I just watched the college B-ball game of the year in Louisville/Cincinnati. In other news, the United States hockey isn't very good. Damn!"
4744,23,I wish I didn't get hungry ughhhhh specially after I workout
4745,21,Got a nice 7.5mile run in today prepping for @TheCocoaClassic in Detroit! @RedFrogEvents @WorkatRedFrog
4746,17,Ò@Darius__Morgan: I like how the Netherlands play they play aggressiveÓ the only way to play futbol.
4747,7,"I'm at Chrysler Warren Truck Assembly Plant (Warren, MI) https://t.co/0eMhPU6OCt"
4748,23,A Walk around Detroit 2014 @ Chene Park Detroit http://t.co/mZWFYhWSZx
4749,0,#Tbt to High School Soccer http://t.co/GSIXYNwEWL
4750,13,Show your stoke for the a2skatepark by coming out for Pick Up &amp; Skate! #annarbor @ Ann Arbor Skatepark https://t.co/sBYmYnwZUr
4751,21,Ironman 70.3 OH is officially registered for! https://t.co/tAV6i6V00e
4752,2,Walking around like Luke cage with this hoodie lol
4753,4,Walking out of the movie theatre.... Get judged with @SierraBurke23
4754,23,Was playing some pool yesterday http://t.co/MUlD9kwIoA
4755,21,"today i played ""cross the ocean"" in the pool with my new 8 yr old friend zoey from raleigh &amp; had a great time #sb2k16 #enjoythelittlethings"
4756,21,My current situation. #limebeer #margarita by the pool. #theelders http://t.co/41zySRtHTa
4757,18,"I wonder if I should have gotten a special license for this since it is a ""Assault"" bike? #EAC @‰€_ https://t.co/fMZ3FY3a25"
4758,0,I just played The Crofoot Ballroom..... is this even real
4759,2,#DeviousMaids have a good Marathon on
4760,16,I have to learn to start eating healthy. Hockey starts back up in 5 days
4761,22,Just walked right into @laaurenash's burp
4762,17,"""I'm going to pull her hair, which was probably weave."""
4763,0,Batting practice ‰__’Ê_’_€’Ê_’±ü‰€_ http://t.co/YhcEEZpl9F
4764,1,@jackwahrman let's run some hoops soon #PCVHoopsAssociation
4765,2,Watchin love &amp; basketball _
4766,16,‰€œSuccess in golf depends less on strength of body than upon strength of mind &amp; character.‰€ù ‰€“Arnold Palmer http://t.co/cwIJ0etmyI
4767,14,Baseball and Physics - Some Fun as the Postseason Arrives http://t.co/cfNIPiVLty via @sharethis
4768,2,CHI-STL #NHL Wednesday Night Rivalry #hockey
4769,19,"Work was derailed by chores around the house. Should probably stay here and code, but for now: BBQ."
4770,1,"Workout of the Day, August 25,åÊ2016 https://t.co/bSeSOztbD1 https://t.co/P1wVjL0tMu"
4771,3,Stokef. Fs pop shuv. Now I gotta figure out how to land them rolling! #skateboard #longboard #kook http://t.co/9scEc7yXQS
4772,21,Intermediate after a great skate! #fotl16 #starpower https://t.co/aEwXnxlDu1
4773,5,It feels good worrying about nothing but football and school
4774,3,I should probably cancel planet fitness membership since I never use it
4775,2,@im2HD lol yeah a person I ran into yelled at me about. didn't know I had followers lol
4776,8,patiently waiting for college basketball &amp; nba seasons to start...I'm having withdrawals
4777,9,Had an aggressive but light workout. .... ready to tackle the day..... Bring it on.....
4778,11,"Much needed Monday AM, therapeutic, #ActiveRestDay #run Great #pace 7:29/mi true. Sunny,75F,humid. Have a g... https://t.co/2srrziz7bs"
4779,12,Chest workout
4780,17,I'm so tired of washing dishes wtf ’Ê_’üê
4781,0,@sanjivrao bowling at colonial lanes
4782,1,Looks like a car ran a cop car into a building in downtown Ypsilanti. Bad photo taken an hour ago. \nAny info?\n #ypsi http://t.co/wJyc0thhLA
4783,16,You're indulgently swimming in your own watery element today w... More for Scorpio http://t.co/4uDAmcNzxu
4784,12,"I can't wait till people put their raked leaves in the pumpkin trash bags, I live for that shit"
4785,15,Come join me while I DJ \ntomorrow night @LA fitness \nAnn Arbor... I'll there 5-8pm...\ncontact me or‰€_ http://t.co/LbSTn80pMd
4786,10,Olympics swimming trials 2016 live stream: How to watch Team USA tryouts online https://t.co/uFHqaX7ofh
4787,15,"Thanks for bringing back flag free, entertaining, end zone dances! I can't wait for the Packers! @Nate13Burleson @T_Scheff85 #GoLions"
4788,13,"Keep your chin up and work hard today, even if your chores are... More for Gemini http://t.co/7UwgmFLN5l"
4789,20,Stupid storm is the reason I'll be late for dance :)))))))))))) #awesome
4790,21,"@movierevolt maybe it‰€™s the lack of short cuts, or the build times are too long OR they run out of resources too early #jobsdone"
